locus_id,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
PRKACG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.91667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKAG1,0.0341,0.09225,0.0,0.01641,0.0,0.0,0.0,0.00488,0.025,0.0,0.0,0.00339,0.0,0.0,0.00163,0.00136,0.1111,0.01618,0.00414,0.0198,0.01007,0.004,0.0,0.00471,0.0,0.02222,0.00154,0.0,0.0,0.0,0.0,0.02855,0.0,0.02565,0.0,0.01186,0.0,0.0,0.0,0.0,0.1359,0.0
PRKAG2,1.0,0.6818,1.0,0.8667,1.0,0.2222,0.0,1.0,0.5,0.0,0.7586,0.375,0.75,0.0017,0.0497,0.69365,0.6667,1.0,0.3333,0.5,0.6316,0.0274,1.0,0.7727,1.0,0.01706,0.01753,0.01591,0.6667,0.4839,0.19419,0.3333,0.3077,1.0,0.0317,0.9,0.8571,0.00442,0.25634,0.02357,0.018,0.0
PRKAG3,0.97183,0.82617,0.96408,0.89028,1.0,0.87501,0.0,0.95144,0.72621,0.0,0.92857,0.60044,0.8143,0.0,0.5,0.87287,0.83984,0.69418,0.97463,0.75491,0.66,0.49529,0.8814,0.65396,0.94737,0.9,0.10171,0.66187,0.37268,0.76,0.77408,0.71738,0.41657,0.94202,0.85065,0.55032,0.92835,0.28575,0.87986,0.88142,0.725,0.0
PRKCA,0.00344,0.01715,0.0,0.0,0.00743,0.00647,0.0,0.00543,0.0039,0.0,0.0057,0.00584,0.0,0.00097,0.0,0.01478,0.00076,0.03722,0.00469,0.00519,0.00206,0.00794,0.00801,0.00826,0.02297,0.00395,0.06455,0.00123,0.0077,0.00013,0.13956,0.0,0.01311,0.0,0.00163,0.15333,0.00705,0.02762,0.00779,0.00028,0.01901,0.0
PRKCB,0.37276,0.07489,0.05516,0.17538,0.08439,0.19718,0.0,0.57099,0.83185,0.0,0.61018,0.02325,0.0,0.0,0.0,0.74253,0.59794,0.51801,0.64137,0.01167,0.20192,0.0,0.0,0.0,0.46101,0.38392,0.06003,0.38384,0.12286,0.41596,0.14423,0.57562,0.01555,0.314,0.31952,0.91912,0.33363,0.32111,0.43165,0.02221,0.0,0.0
PRKCD,0.00862,0.01017,0.00179,0.02075,0.01378,0.0,0.0,0.0,0.004,0.0,0.00064,0.01269,0.04688,0.00275,0.00026,0.03544,0.01351,0.02072,0.00304,0.0178,0.00261,0.00155,0.0,0.0,0.00865,0.00673,0.00544,0.02755,0.02168,0.0,0.00292,0.0,0.01082,0.00189,0.0,0.21204,0.0,0.01351,0.00581,0.0,0.00758,0.0
PRKCE,0.01879,0.01796,0.00359,0.00262,0.00192,0.01084,0.0,0.004,0.00419,0.0,0.0,0.01153,0.00141,0.0,0.0004,0.00084,0.0,0.0,0.00485,0.00891,0.00874,0.0,0.00121,0.00249,0.0028,0.0,0.0,0.0,0.00133,0.0,0.0,0.00482,0.00111,0.0,0.0,0.23461,0.008,0.00107,0.00049,0.00044,0.00565,0.0
PRKCG,0.10732,0.02465,0.65634,0.01747,0.0,0.0,0.0,0.04989,0.09276,0.0,0.0,0.03518,0.0,0.00197,0.0,0.17442,0.00887,0.04398,0.06628,0.03933,0.01438,0.0,0.01202,0.01286,0.0,0.0,0.0,0.10339,0.01596,0.04608,0.01454,0.05556,0.0,0.01802,0.07937,0.61164,0.03115,0.0,0.00848,0.00415,0.0,0.0
PRKCI,0.03887,0.01391,0.0,0.0,0.0,0.00717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00575,0.00678,0.0,0.0,0.00862,0.02222,0.0,0.0,0.0,0.0,0.0,0.00287,0.0,0.006,0.0,0.0,0.00214,0.03207,0.02049,0.0,0.00252,0.00755,0.00588,0.00285,0.0,0.0,0.0
PRKCQ,0.00184,0.00091,0.0,0.08304,0.02113,0.0,0.0,0.00308,0.01551,0.0,0.07325,0.07632,0.02077,0.0,0.36906,0.00472,0.69594,0.01111,0.0,0.0,0.00852,0.0,0.0,0.0,0.00444,0.44737,0.0,0.0,0.0,0.0,0.03518,0.00855,0.00807,0.04257,0.0,0.01021,0.00164,0.15205,0.0,0.0,0.0,0.0
PRKCZ,0.87667,0.88715,0.97197,0.82432,1.0,0.97873,0.0,0.98632,0.92494,0.0,0.64919,0.32836,0.932,0.00363,0.6891,0.8564,1.0,0.8932,0.96722,0.87644,0.83558,1.0,0.93487,0.94511,0.97469,1.0,0.63956,0.54158,0.521,0.61356,0.88706,0.83691,0.9056,0.96735,0.68063,0.88518,0.99023,0.93032,0.73018,1.0,1.0,0.0
PRKD1,0.18384,0.09975,0.03566,0.15571,0.03509,0.28222,0.0,0.90022,0.52241,0.0,0.69963,0.15793,0.07871,0.00116,0.97049,0.05814,0.16808,0.54981,0.78309,0.01091,0.01597,0.05154,0.29658,0.1334,0.17912,0.0939,0.1542,0.00869,0.10448,0.06977,0.02743,0.02051,0.05449,0.06552,0.13834,0.9338,0.13302,0.46931,0.17255,0.10439,0.12056,0.0
PRKD2,0.06213,0.05565,0.01761,0.01038,0.05809,0.03005,0.0,0.04017,0.05169,0.0,0.0,0.03007,0.01111,0.0026,0.1752,0.00394,0.1536,0.00546,0.05721,0.17638,0.08632,0.01226,0.05716,0.03437,0.09305,0.01892,0.00588,0.02376,0.0336,0.0,0.4288,0.01567,0.16345,0.02032,0.06214,0.21652,0.0204,0.07926,0.05862,0.24798,0.0582,0.0
PRKG1,0.12534,0.03162,0.0289,0.01923,0.00822,0.21976,0.0,0.6948,0.42347,0.0,0.34762,0.01396,0.16914,0.00127,0.98649,0.01572,0.02004,0.27928,0.12552,0.00879,0.0013,0.03115,0.00818,0.01108,0.01236,0.0029,0.05023,0.00386,0.0026,0.00255,0.02397,0.18167,0.00796,0.00736,0.00428,0.77834,0.10458,0.00201,0.0191,0.0,0.00738,0.0
PRKG2,0.85218,0.12037,0.01399,0.07428,0.07639,0.13627,0.0,0.96053,0.91773,0.0,0.69441,0.05953,0.13793,0.0,0.0,0.93243,0.90909,0.06535,0.73684,0.02803,0.22682,0.0,0.0,0.0,0.34452,0.0,0.12612,0.79768,0.00538,0.87225,0.01867,0.65079,0.00422,0.14012,0.0,0.92728,0.85098,0.63637,0.60975,0.11115,0.0,0.0
PRMT1,0.02373,0.01095,0.00451,0.04754,0.00252,0.05368,0.0,0.00393,0.00999,0.0,0.00518,0.11225,0.00867,0.00164,0.0,0.00383,0.05528,0.06817,0.07032,0.00232,0.0,0.07013,0.00357,0.0,0.04832,0.04798,0.00623,0.0,0.01982,0.10104,0.00042,0.02319,0.00783,0.01568,0.00377,0.05023,0.01317,0.01308,0.02858,0.01336,0.00249,0.0
PRR5,0.10413,0.04554,0.03513,0.02417,0.0597,0.04341,0.0,0.89506,0.80354,0.0,0.29746,0.09501,0.09846,0.001,0.8275,0.47337,0.44141,0.64688,0.52388,0.03021,0.17011,0.03326,0.03148,0.22325,0.1414,0.11925,0.0601,0.29073,0.15688,0.07021,0.21619,0.44709,0.01735,0.07926,0.26108,0.82655,0.17194,0.0074,0.27281,0.11581,0.40246,0.0
PSEN1,0.0,0.02702,0.0,0.00673,0.0,0.00652,0.0,0.13091,0.01573,0.0,0.0,0.02148,0.0,0.0,0.0032,0.20832,0.0,0.0,0.01349,0.07974,0.03488,0.0,0.0,0.0,0.15311,0.00685,0.00612,0.0,0.21186,0.00306,0.003,0.07759,0.03233,0.02218,0.0709,0.08058,0.00562,0.01815,0.04137,0.0,0.03283,0.0
PSEN2,0.04055,0.01895,0.0073,0.02348,0.02772,0.01512,0.0,0.00308,0.00887,0.0,0.0,0.02049,0.00525,0.00096,0.0,0.17785,0.00242,0.0,0.01953,0.00362,0.00692,0.00478,0.00742,0.0,0.01102,0.00197,0.01126,0.0,0.03587,0.00516,0.00562,0.00743,0.00405,0.00329,0.0,0.0125,0.02319,0.00283,0.01947,0.0,0.00876,0.0
PSENEN,0.0371,0.01941,0.00904,0.00458,0.0,0.01488,0.0,0.03447,0.01326,0.0,0.02373,0.02806,0.00229,0.16667,0.0,0.00202,0.00311,0.0253,0.01581,0.00795,0.01135,0.01228,0.00534,0.01393,0.02266,0.05489,0.0,0.01806,0.00418,0.0141,0.0,0.01002,0.0,0.01605,0.00202,0.0103,0.03154,0.01946,0.01593,0.00137,0.0,0.0
PTAFR,0.91667,0.53201,0.59405,0.66618,1.0,0.54739,0.0,0.61224,0.57557,0.0,0.62888,0.43507,0.27729,0.0,0.3125,0.37603,0.38679,0.54133,0.41667,0.48841,0.33333,0.43493,0.3978,0.30298,0.51628,0.47694,0.44299,0.8206,0.61053,0.57822,0.73878,0.70545,0.50268,0.33605,0.61495,0.6062,0.41339,0.45833,0.81611,0.85416,0.64862,0.0
PTCH1,0.51516,0.27465,0.02128,0.26753,0.17307,0.37914,0.0,0.3194,0.22992,0.0,0.29621,0.17222,0.57434,0.61538,0.0,0.57312,0.68719,0.2639,0.45356,0.45398,0.30315,0.01942,0.13692,0.32026,0.63685,0.06807,0.18372,0.00431,0.12942,0.34294,0.33133,0.38059,0.32263,0.37804,0.36515,0.9003,0.14457,0.31959,0.27246,0.66667,0.56536,0.0
PTCH2,0.88183,0.11322,0.11789,0.06591,0.26427,0.23291,0.0,0.9424,0.15164,0.0,0.23351,0.15359,0.51451,0.00093,0.55084,0.7709,0.27632,0.13171,0.23328,0.282,0.17931,0.08521,0.10683,0.11017,0.14791,0.27687,0.36298,0.17886,0.21667,0.18221,0.30857,0.50364,0.54982,0.12456,0.15228,0.91451,0.15061,0.16413,0.09461,0.27206,0.82451,0.0
PTCRA,1.0,0.9524,1.0,1.0,0.0,1.0,0.0,1.0,0.9091,0.0,1.0,1.0,1.0,0.0,1.0,0.8,0.8824,0.9355,0.8,1.0,0.6667,1.0,1.0,1.0,1.0,0.8333,0.3125,0.0,0.75,0.9706,1.0,1.0,0.8333,1.0,1.0,0.65,1.0,1.0,0.8571,0.0,1.0,0.0
PTEN,0.05899,0.01558,0.0,0.00652,0.01145,0.00112,0.0,0.002,0.01613,0.0,0.0,0.0165,0.003,0.00255,0.00031,0.01431,0.0,0.01571,0.00212,0.00758,0.00212,0.0,0.00209,0.00224,0.00863,0.00305,0.0,0.0,0.0,0.0,0.63975,0.1422,0.07715,0.00761,0.02355,0.00459,0.00475,0.00435,0.01069,0.50871,0.5732,0.0
PTGER1,0.52634,0.0,0.0,1.0,0.0,0.4,0.0,1.0,1.0,0.0,0.1,0.0,0.83333,0.0,0.0,0.0,0.0,0.9286,0.0,0.0,0.0,0.5,1.0,0.0,0.92305,0.0,0.66665,1.0,1.0,0.0,0.6,0.0,0.0,0.0,1.0,0.91665,0.91665,0.0,1.0,0.0,0.0,0.0
PTGER2,0.37931,0.05797,0.0,0.00356,0.02381,0.04179,0.0,0.01928,0.0,0.0,0.0,0.01307,0.00908,0.0,0.00225,0.68435,0.00319,0.0,0.04828,0.0329,0.0,0.11404,0.0,0.0,0.00659,0.0,0.0117,0.5139,0.0,0.0,0.0,0.3125,0.0,0.0,0.71126,0.92991,0.01319,0.00445,0.22916,0.0,0.54615,0.0
PTGS2,0.01769,0.01992,0.03244,0.02069,0.0,0.35669,0.0,0.18791,0.12093,0.0,0.12308,0.20193,0.14966,0.0,0.0,0.0,0.55644,0.00983,0.15257,0.0,0.01248,0.01852,0.0106,0.06373,0.0,0.91665,0.0,0.0,0.0,0.00571,0.02093,0.17093,0.0,0.04818,0.0,0.75364,0.08383,0.01076,0.00917,0.0,0.0,0.0
PTK2,0.0357,0.0682,0.0,0.00126,0.01357,0.0,0.0,0.00949,0.00998,0.0,0.00021,0.01445,0.00288,0.0022,0.00019,0.00196,0.00301,0.0,0.00524,0.15149,0.0,0.29165,0.00373,0.00357,0.00502,0.00111,0.15143,0.03028,0.00824,0.0,0.00768,0.0,0.25,0.00275,0.0,0.91293,0.00218,0.00682,0.00532,0.0,0.0625,0.0
PTK2B,0.16546,0.11244,0.24137,0.12569,0.03175,0.01818,0.0,0.13891,0.07875,0.0,0.0,0.54052,0.20024,0.00293,0.05682,0.2906,0.1087,0.00875,0.30335,0.82534,0.01107,0.16135,0.20399,0.3596,0.02243,0.10417,0.21415,0.37053,0.50658,0.13904,0.81592,0.88148,0.74087,0.09066,0.75505,0.15307,0.83005,0.27065,0.76829,0.89838,0.59782,0.0
PTPN1,0.06212,0.11001,0.1068,0.07595,0.0,0.11628,0.0,0.14185,0.13475,0.0,0.0,0.23006,0.11338,0.00153,0.05321,0.06111,0.07116,0.17455,0.13287,0.11976,0.02778,0.18095,0.07173,0.17471,0.0744,0.18841,0.06061,0.1,0.02273,0.03672,0.04427,0.01058,0.02914,0.06977,0.05526,0.15217,0.10789,0.11712,0.09826,0.0566,0.02594,0.0
PTPN11,0.04336,0.01133,0.00347,0.00332,0.0,0.00356,0.0,0.00148,0.00275,0.0,0.03711,0.01913,0.00192,0.00108,0.00085,0.00304,0.0,0.01207,0.00246,0.0,0.0,0.0006,0.0,0.00175,0.01573,0.01307,0.00733,0.0,0.0,0.0,0.0,0.00126,0.0,0.00804,0.0,0.00654,0.00161,0.00082,0.00529,0.0,0.01033,0.0
PTPN2,0.0,0.00125,0.0,0.00471,0.0,0.00435,0.0,0.0,0.03915,0.0,0.0,0.01145,0.0,0.00128,0.0,0.00576,0.0,0.018,0.00712,0.00264,0.0,0.0,0.0,0.0,0.0,0.0,0.00761,0.0,0.0,0.07547,0.0035,0.02143,0.00215,0.0,0.0,0.09071,0.0087,0.0,0.0,0.0,0.00486,0.0
PTPN5,0.59278,0.32081,0.67345,0.28162,0.32627,0.91961,0.0,0.93333,0.7734,0.0,0.18647,0.05261,0.84568,0.0046,0.88895,0.53244,0.75556,0.7682,0.31704,0.8051,0.388,0.17718,0.33035,0.3107,0.93595,0.5718,0.03842,0.11944,0.00589,0.11468,0.02998,0.60001,0.11409,0.7154,0.0651,0.61167,0.66683,0.52842,0.08863,0.18785,0.60855,0.0
PTPN6,0.96202,0.92371,0.97911,0.86076,0.62121,0.89856,0.0,0.94558,0.8806,0.0,0.99295,0.9,0.9572,0.81953,0.0,0.89361,0.94475,0.96597,0.82237,0.91083,0.8563,0.67462,0.96025,0.93101,0.90844,0.95238,0.71826,0.93492,0.96909,0.9667,0.70706,1.0,0.8667,0.94881,0.62221,0.9564,0.9525,0.91176,1.0,1.0,1.0,0.0
PTPN7,1.0,1.0,1.0,0.5356,0.875,1.0,0.0,1.0,1.0,0.0,0.9245,0.44551,1.0,0.00177,0.57589,0.63183,0.8571,0.7273,0.48453,0.83882,0.66092,1.0,1.0,0.8462,1.0,0.32395,0.7675,0.53151,0.57465,0.875,0.5714,0.7273,0.58684,0.6667,0.72,0.43475,0.9091,0.7,0.5396,0.46829,1.0,0.0
PTPRF,0.00853,0.03132,0.0,0.00401,0.08889,0.0,0.0,0.00677,0.0,0.0,0.0,0.03915,0.0,0.0,0.0,0.00954,0.00926,0.01111,0.00752,0.01026,0.0,0.05612,0.00439,0.0,0.0,0.0,0.0038,0.0,0.02493,0.0,0.00778,0.0,0.01289,0.01618,0.05038,0.74527,0.05116,0.0,0.02288,0.0,0.0,0.0
PXN,0.05283,0.08054,0.03984,0.0495,0.05634,0.11374,0.0,0.09349,0.03637,0.0,0.03539,0.1411,0.09091,0.0,0.0,0.06987,0.0865,0.0719,0.02581,0.04129,0.07142,0.0,0.07007,0.27142,0.11111,0.13858,0.0146,0.07843,0.00443,0.08948,0.09945,0.02857,0.05435,0.10112,0.07987,0.08621,0.10465,0.02837,0.03145,0.0,0.08198,0.0
PYCARD,0.91504,0.53813,0.50814,0.53089,0.26474,0.62271,0.0,0.93155,0.88205,0.0,0.51173,0.43313,0.85673,0.25,0.70324,0.43119,0.36452,0.0743,0.46265,0.37852,0.74227,0.16727,0.48697,0.73862,0.89368,0.51489,0.24431,0.46033,0.62624,0.19776,0.55124,0.25526,0.38986,0.7,0.65245,0.70355,0.6089,0.50217,0.834,0.16542,0.84253,0.0
PYDC1,0.7874,0.8433,0.6854,0.35805,0.0,0.69229,0.0,1.0,0.9142,0.0,0.57015,0.16328,0.78945,0.0,0.0,0.89815,0.3862,0.41155,0.4375,0.09225,0.4066,0.06945,0.23913,0.1588,0.86365,0.16665,0.87115,0.08825,0.41435,0.0193,0.753,0.875,0.89585,0.0517,0.0,0.8302,0.67615,0.1628,0.2586,0.963,0.7941,0.0
PYGB,0.0,0.01313,0.00389,0.0,0.0,0.0,0.0,0.00985,0.00628,0.0,0.03107,0.01797,0.03366,0.0,0.00142,0.00741,0.0032,0.00112,0.00817,0.0,0.00199,0.0,0.0045,0.01012,0.00278,0.0,0.0071,0.0,0.0,0.0,0.01645,0.0,0.00637,0.03162,0.00125,0.24555,0.00298,0.00214,0.00339,0.0,0.0137,0.0
PYGL,0.0622,0.03063,0.01905,0.01098,0.0,0.00255,0.0,0.0,0.00548,0.0,0.00145,0.02208,0.0,0.0,0.00216,0.0236,0.0,0.00745,0.0,0.00718,0.00892,0.0,0.00862,0.00419,0.00243,0.0,0.0,0.0,0.0,0.0,0.00162,0.0,0.2742,0.00672,0.0,0.0516,0.0,0.01145,0.00587,0.0,0.0,0.0
PYGM,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.83335,0.0,1.0,0.91429,0.0,0.0,0.0,0.92308,1.0,0.0,0.94,0.70589,0.76923,0.8261,1.0,0.0,0.93333,0.0,0.0,0.0,0.9091,1.0,0.0,1.0,0.75,0.90321,1.0,1.0,0.75,1.0,0.91666,1.0,1.0,0.0
RAB10,0.00713,0.00847,0.0,0.01108,0.00275,0.0,0.0,0.00074,0.0,0.0,0.0,0.01124,0.0,0.0,0.0,0.0,0.004,0.00501,0.00735,0.00512,0.00264,0.0,0.0,0.0,0.0,0.00161,0.00177,0.0,0.0,0.0,0.0,0.01202,0.0,0.00166,0.0,0.00226,0.01089,0.02339,0.00181,0.0,0.00814,0.0
RAB11B,0.0,0.02362,0.00337,0.00186,0.0,0.0,0.0,0.0,0.01066,0.0,0.0,0.01342,0.0,0.0,0.0,0.00415,0.0,0.00405,0.0,0.0045,0.0,0.0,0.0,0.00138,0.0,0.01077,0.01217,0.0,0.02703,0.0,0.0,0.0,0.0,0.00777,0.0,0.0,0.00173,0.04286,0.0,0.0,0.01542,0.0
RAB14,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05557,0.0,0.0,0.0,0.10526,0.0,0.0,0.35613,0.01298,0.028,0.0,0.06667,0.0,0.0,0.0,0.0,0.0,0.04273,0.02856,0.0,0.2963,0.3571,0.0238,0.40953,0.0,0.0,0.0,0.00378,0.0,0.25356,0.0,0.0,0.0,0.0,0.0
RAB2A,0.0,0.01161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01228,0.0,0.0,0.0,0.00392,0.02134,0.13636,0.0,0.01695,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0
RAB5B,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB5C,0.2385,0.19918,0.17174,0.05747,0.0,0.24316,0.0,0.22687,0.28879,0.0,0.09026,0.01778,0.09033,0.00295,0.23529,0.09361,0.30768,0.3411,0.01523,0.20984,0.07171,0.13935,0.05466,0.0905,0.17143,0.0,0.08053,0.25078,0.32283,0.56073,0.00405,0.17617,0.01388,0.05769,0.29906,0.31039,0.3351,0.02,0.25719,0.1831,0.00424,0.0
RAB8A,0.18009,0.29701,0.16899,0.1132,0.01613,0.21288,0.0,0.09346,0.31243,0.0,0.33037,0.28062,0.13109,0.0,0.06411,0.2236,0.25892,0.2479,0.21411,0.07601,0.03023,0.37323,0.09008,0.12303,0.04477,0.1311,0.13648,0.21937,0.11917,0.21866,0.20143,0.1691,0.03297,0.1326,0.15193,0.17912,0.27674,0.11,0.20767,0.1773,0.07781,0.0
RAC1,0.09259,0.02299,0.00262,0.0,0.0,0.0,0.0,0.0,0.00966,0.0,0.0,0.02489,0.0,0.0,0.00216,0.0,0.03333,0.06522,0.0,0.0,0.01646,0.0,0.01695,0.0,0.0,0.0,0.02721,0.0,0.00644,0.0,0.0,0.0,0.02353,0.0,0.0,0.0,0.0,0.05051,0.0,0.0,0.01068,0.0
RAC3,0.02428,0.02959,0.00291,0.01683,0.00737,0.02022,0.0,0.00648,0.4328,0.0,0.00194,0.02034,0.01954,0.00085,0.02037,0.00307,0.07532,0.01789,0.019,0.00485,0.01687,0.00987,0.04042,0.0108,0.01089,0.01728,0.04968,0.02098,0.77457,0.00027,0.85771,0.02956,0.20209,0.10371,0.06095,0.18406,0.01383,0.00759,0.5336,0.01015,0.34744,0.0
RAF1,0.16644,0.05283,0.09668,0.02902,0.03846,0.11096,0.0,0.03138,0.05616,0.0,0.00267,0.03083,0.01523,0.00091,0.00138,0.13663,0.04082,0.10309,0.04934,0.09445,0.05459,0.03483,0.015,0.02174,0.05962,0.10403,0.01793,0.10266,0.09789,0.02942,0.00686,0.02776,0.0115,0.04078,0.08763,0.16766,0.01942,0.01355,0.18635,0.01646,0.07071,0.0
RALA,0.00658,0.00617,0.0,0.00599,0.0,0.00391,0.0,0.0,0.00976,0.0,0.0,0.03163,0.0,0.00208,0.0,0.00363,0.0,0.00644,0.01212,0.00625,0.0,0.0,0.01518,0.00999,0.0,0.00279,0.00634,0.0,0.00886,0.0,0.0,0.0,0.0,0.0,0.0,0.06443,0.00755,0.0,0.01368,0.00081,0.0,0.0
RALB,0.0889,0.01164,0.0,0.00668,0.0,0.0,0.0,0.20527,0.0115,0.0,0.01229,0.04102,0.0,0.0,0.0,0.03791,0.0275,0.09657,0.05623,0.00811,0.00377,0.0,0.00205,0.03225,0.01771,0.00375,0.01259,0.02533,0.03626,0.05499,0.0,0.03997,0.01827,0.00567,0.0,0.10768,0.04382,0.00247,0.00998,0.0,0.0,0.0
RALBP1,0.00385,0.02477,0.0,0.00493,0.02046,0.04943,0.0,0.00052,0.00727,0.0,0.0,0.03136,0.00085,0.0,0.00126,0.00242,0.00109,0.00482,0.00611,0.00502,0.00342,0.00047,0.05627,0.00237,0.0,0.02171,0.03492,0.00067,0.0019,0.00052,0.00801,0.02546,0.00481,0.00311,0.0,0.10509,0.00653,0.00252,0.0024,0.05063,0.00687,0.0
RALGDS,0.92985,0.8426,0.99598,0.9024,0.9836,0.96,0.0,0.9538,0.97871,0.0,0.99797,0.83333,0.9013,0.99625,0.0,0.94508,0.85176,0.93799,0.94086,0.94479,0.35545,1.0,0.94438,0.87371,0.94529,0.88732,0.81958,0.73971,0.86607,0.6735,0.96542,0.78333,0.6859,0.95888,0.99719,0.35244,0.98338,0.85065,0.94026,1.0,1.0,0.0
RAP1A,0.03207,0.24384,0.0,0.00994,0.01714,0.10938,0.0,0.30694,0.00916,0.0,0.0,0.01037,0.26882,0.00368,0.00089,0.25389,0.0,0.22063,0.00198,0.00296,0.15789,0.0556,0.01317,0.0,0.16778,0.00185,0.16438,0.0,0.0,0.0,0.0,0.00575,0.00179,0.00909,0.0,0.0,0.00472,0.0,0.18717,0.0,0.04486,0.0
RAP1B,0.07947,0.03479,0.00174,0.00629,0.01866,0.0,0.0,0.00862,0.0,0.0,0.0,0.00827,0.0,0.00157,0.00103,0.0,0.01083,0.0,0.01282,0.00457,0.02259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01139,0.0,0.00694,0.0124,0.04138,0.0,0.0,0.0,0.0,0.04457,0.00523,0.00138,0.0,0.0
RAP1GAP,0.94545,0.57585,0.378,0.11708,0.3927,0.33874,0.0,0.92337,0.50691,0.0,0.10374,0.38517,0.88871,0.00125,0.4,0.3256,0.65566,0.18956,0.57682,0.89847,0.52923,0.52651,0.52399,0.63603,0.95268,0.3267,0.23166,0.2963,0.34946,0.66653,0.22203,0.33004,0.61057,0.45752,0.28808,0.89872,0.28912,0.52703,0.18637,0.21951,0.60045,0.0
RAPGEF1,0.74845,0.7143,0.85295,0.7083,1.0,0.85,0.0,0.92965,0.9375,0.0,0.00795,0.13157,0.76345,0.00345,1.0,0.0334,0.79485,1.0,0.81815,0.1607,0.0263,0.13695,0.96665,0.93955,0.5522,0.9518,0.9225,0.52215,0.6667,0.04642,0.00202,0.09655,0.03571,0.7877,0.1543,0.03705,0.96155,0.8068,0.075,0.0,0.04083,0.0
RAPGEF2,0.04203,0.03407,0.0,0.00165,0.0,0.0,0.0,0.01178,0.01002,0.0,0.0,0.00639,0.0,0.0,0.0,0.00114,0.0,0.0,0.0015,0.01427,0.00226,0.0,0.00098,0.0,0.00326,0.01147,0.0,0.0,0.0,0.00686,0.00137,0.00215,0.0,0.00109,0.0,0.00904,0.01601,0.00183,0.00124,0.0,0.0,0.0
RAPGEF3,0.04927,0.06164,0.16595,0.03084,0.03764,0.05958,0.0,0.10355,0.05802,0.0,0.03114,0.10645,0.04289,0.0,0.18519,0.1236,0.22223,0.14314,0.31143,0.05124,0.07193,0.08948,0.02426,0.18588,0.07779,0.02064,0.0374,0.21491,0.20271,0.35343,0.06518,0.25556,0.0379,0.1887,0.30952,0.40921,0.06754,0.00426,0.09574,0.14284,0.04352,0.0
RAPGEF4,0.8,0.2593,0.8318,0.377,0.75,0.9796,0.0,0.942,0.88909,0.0,0.66807,0.6047,0.5699,0.0,0.99881,0.9515,0.12799,0.9302,0.19847,0.5351,0.12608,0.0966,0.6522,0.20337,0.9688,0.14014,0.1915,0.45266,0.19362,0.9636,0.07173,0.48566,0.15488,0.68,0.19173,0.9633,0.28267,0.16,0.28,0.1808,0.33757,0.0
RAPGEF5,0.01058,0.06778,0.00168,0.09729,0.00406,0.0305,0.0,0.01233,0.0,0.0,0.53761,0.06965,0.00553,1.0,0.0,0.64919,0.00817,0.01744,0.01236,0.01137,0.01286,0.0,0.00424,0.0,0.03553,0.0,0.0,0.03905,0.13939,0.05023,0.23931,0.39112,0.01099,0.0,0.0241,0.91322,0.2006,0.00428,0.00359,0.03039,0.04781,0.0
RAPGEF6,0.03018,0.01719,0.0,0.00151,0.01046,0.0,0.0,0.00797,0.00515,0.0,0.0,0.02341,0.0,0.0011,0.0,0.00552,0.00552,0.00726,0.01162,0.00088,0.00161,0.01197,0.0,0.0,0.0,0.00504,0.0,0.0,0.00593,0.0,0.00561,0.00494,0.00088,0.0007,0.00107,0.00301,0.0084,0.01631,0.0032,0.01284,0.0,0.0
RARA,0.00782,0.02582,0.00477,0.01011,0.05011,0.0,0.0,0.0,0.04037,0.0,0.00279,0.40968,0.01632,0.16967,0.0,0.01223,0.76509,0.00214,0.02223,0.0159,0.00931,0.01071,0.01768,0.04167,0.00575,0.02899,0.75426,0.04949,0.01653,0.01172,0.72159,0.33826,0.01982,0.6267,0.23656,0.07532,0.00221,0.86274,0.23416,0.01045,0.01382,0.0
